書籍名,ISBN13,著者名,1,1,1,
"Living Cities in Japan: Citizens' Movements, Machizukuri and Local Environments",9780415547079,Andr? Sorensen/Carolin Funck,2009,2009,貸出中,
Globalizing Intercultural Communication: A Reader,9781452299334,Kathryn Sorrells / Sachi Sekimoto,2015,2015,貸出中,
Human Geography: A Concise Introduction (Short Introductions to Geography),9781118451502,Mark Boyle,2014,2014,貸出中,
Learning SQL,9780596520830,Alan Beaulieu,2009,2009,貸出中,
Extend Microsoft Access Applications to the Cloud,9780735667686,Andrew Couch,2015,2015,貸出中,
Japanese English Bilingual Visual Dictionary,9781405359849,,2011,2011,貸出中,
A Technique for Producing Ideas (Advertising Age Classics Library),9780071410946,James Young,2003,2003,貸出中,
Industrial Ecology: Policy Framework and Implementation,9780139211805,Braden R. Allenby,1998,1998,貸出中,
Methods for Community-Based Participatory Research for Health,9781118021866,Barbara A. Israel /Eugenia Eng/ Amy J. Schulz/Edith A. Parker,2012,2012,貸出中,
Getting to Know ArcGIS for Desktop,9781589483088,Michael Law /Amy Collins,2013,2013,貸出中,
"Guns, Germs, And Steel: The Fates of Human Societies",9780393061314,Jared Diamond,2005,2005,貸出中,
Free: The Future of a Radical Price,9781401322908,Chris Anderson,2009,2009,貸出中,
The Balanced Scorecard: Translating Strategy into Action,9780875846514,Robert S. Kaplan/David P. Norton,1996,1996,貸出中,
Machine Learning in Action,9781617290183,Peter Harrington,2012,2012,貸出中,
Urban Planning Analysis: Methods and Models,9780471508588,Donald A. Krueckeberg /Arthur L. Silvers,1974,1974,貸出中,
Introduction to the Personal Software Process(sm) (SEI Series in Software Engineering),9780201548099,Watts S. Humphrey,1996,1996,貸出中,
"Compilers: Principles, Techniques, and Tools",9780321486813,Alfred V. Aho/ Monica S. Lam / Ravi Sethi / Jeffrey D. Ullman,2006,2006,貸出中,
Urban Design: Method and Technique,9780750641029,J. C. Moughtin/ Rafael Cuesta BSc MA MRTPI/Christine Sarris BSc MA/ Paola Signoretta Laurea in Urbanistica University of Reggio Calabria Italy,1999/10,1999,1999,貸出中
A Mathematical Introduction to Compressive Sensing (Applied and Numerical Harmonic Analysis),9780817649470,Simon Foucart / Holger Rauhut,2013,2013,貸出中,
Technologies for Urban and Spatial Planning: Virtual Cities and Territories,9781466643499,Nuno Norte Pinto /Jos? Ant?nio Tened?rio/ Ant?nio Pais Antunes/ Josep Roca Cladera,,,貸出中,
"Studyguide for Business Driven Technology by Baltzan, Paige",9781490218946,Cram101 Textbook Reviews,2013,2013,貸出中,
Marketing in the Public Sector: A Roadmap for Improved Performance,9780131875159,Philip Kotler/ Nancy R. Lee,2006,2006,貸出中,
PHP Advanced and Object-Oriented Programming: Visual QuickPro Guide,9780321832184,Larry Ullman,2012,2012,貸出中,
Managing the Software Process (SEI Series in Software Engineering),9780201180954,Watts S. Humphrey,1989,1989,貸出中,
Python Scripting for ArcGIS,9781589482821,Paul A. Zandbergen,2013,2013,貸出中,
Computer Networking: A Top-Down Approach,9780132856201,James F. Kurose / Keith W. Ross,2012,2012,貸出中,
Mapping and Modeling Weather and Climate With GIS,9781589483767,L. Armstrong/ K. Butler /J. Settelmaier /T. Vance/ O. Wilhelmi,2015,2015,貸出中,
Why Projects Fail,9780987724205,Uladzislau Shauchenka,2013,2013,貸出中,
Deep Learning: Methods and Applications (Foundations and Trends in Signal Processing),9781601988140,L. Deng/ Dong Yu,2014,2014,貸出中,
Why Projects Fail in the Public Sector,9781481849425,Martins I. Imudia/ Peter M. Kaindaneh/Dan Baffour-awuah,,,貸出中,
The Text Mining Handbook: Advanced Approaches in Analyzing Unstructured Data,9780521836579,Ronen Feldman /James Sanger,2007,2007,貸出中,
Automatic Speech Recognition: A Deep Learning Approach (Signals and Communication Technology),9781447157786,Dong Yu / Li Deng,2014,2014,貸出中,
Python for Data Analysis,9781449319793,Wes Mckinney,2012,2012,貸出中,
Good Strategy Bad Strategy: The Difference and Why it Matters,9781846684814,Richard Rumelt,2012,2012,貸出中,
Spatial Database for GPS Wildlife Tracking Data,9783319037424,Ferdinando Urbano/ Francesca Cagnacci,2014,2014,貸出中,
Web Mapping Illustrated,9780596008659,Tyler Mitchell,2005,2005,貸出中,
"Image Analysis, Classification and Change Detection in Remote Sensing: With Algorithms for ENVI/IDL and Python, Third Edition",9781466570375,Morton J. Canty,2014,2014,貸出中,
Designing with the Mind in Mind,9780124079144,Jeff Johnson,2014,2014,貸出中,
Data Analysis (Head First),9780596153939,Michael Milton,2009,2009,貸出中,
Software Defined Networks: A Comprehensive Approach,9780124166752,Paul Goransson / Chuck Black,2014,2014,貸出中,
The Linux Command Line: A Complete Introduction,9781593273897,"William E., Jr. Shotts",2012,2012,貸出中,
Passivity-Based Control and Estimation in Networked Robotics,9783319151700,Takeshi Hatanaka/Nikhil Chopra/ Masayuki Fujita/ Mark Spong,,,貸出中,
Essentials of Online Course Design: A Standards-Based Guide (Essentials of Online Learning),9780415873000,Marjorie Vai/Kristen Sosulski,2011,2011,貸出中,
Paradigms of Artificial Intelligence Programming: Case Studies in Common Lisp,9781558601918,Peter Norvig,1991,1991,貸出中,
"Robotics: Modelling, Planning and Control (Advanced Textbooks in Control and Signal Processing)",9781849966344,Bruno Siciliano/Lorenzo Sciavicco/ Luigi Villani/ Giuseppe Oriolo,2010,2010,貸出中,
Collective Intelligence in Action,9781933988313,Satnam Alag,2008,2008,貸出中,
Quantitative Analysis for Management,9780136036258,Barry Render/Ralph M. Stair / Michael E. Hanna,2008,2008,貸出中,
The Object Primer: Agile Model-Driven Development with UML 2.0,9780521540186,Scott W. Ambler,2004,2004,貸出中,
Raspberry Pi Home Automation With Arduino,9781784399207,Andrew K. Dennis,2015,2015,貸出中,
Expert Python Programming,9781847194947,Tarek Ziade,2008,2008,貸出中,
Software Defined Networking With OpenFlow,9781849698726,Siamak Azodolmolky,2013,2013,貸出中,
Learning D3.js Mapping,9781783985609,Oscar Villarreal,2014,2014,貸出中,
Learning Python Network Programming,9781784396008,M. Omar Faruque Sarker/Sam Washington,,,貸出中,
Postgis Essentials,9781784395292,Angel Marquez,,,貸出中,
Android Recipes: A Problem-Solution Approach for Android 5.0,9781484204764,Dave Smith,2015,2015,貸出中,
Research Methods in Human-Computer Interaction,9780470723371,Jonathan Lazar /Jinjuan Heidi Feng / Harry Hochheiser,2010,2010,貸出中,
A Practical Guide to Ubuntu Linux (4th Edition),9780133927313,Mark G. Sobell,2015,2015,貸出中,
Practical JRuby on Rails Web 2.0 Projects: Bringing Ruby on Rails to Java (Expert's Voice in Java),9781590598818,Ola Bini,2007,2007,貸出中,
"Quantitative Methods and Socio-Economic Applications in GIS, Second Edition",9781466584723,Fahui Wang,2014,2014,貸出中,
PostGIS Cookbook,9781849518666,Paolo Corti /Thomas J. Kraft/Stephen Vincent Mather /Bborie Park,,,貸出中,
Quantifying the User Experience: Practical Statistics for User Research,9780123849687,Jeff Sauro/ James R Lewis,2012,2012,貸出中,
GeoServer Beginner's Guide,9781849516686,Stefano Iacovella/ Brian Youngblood,,,貸出中,
Postgresql Cookbook,9781783555338,Chitij Chauhan,2015,2015,貸出中,
Programming ArcGIS 10.1 With Python Cookbook,9781849694445,Eric Pimpler,2013,2013,貸出中,
Neo4j Cookbook,9781783287253,Ankur Goel,,,貸出中,
A Guide to the Project Management Body of Knowledge: PMBOK Guide,9781935589679,Project Management Institute,2013,2013,貸出中,
MySQL Troubleshooting,9781449312008,Sveta Smirnova,2012,2012,貸出中,
HTML5 Canvas,9781449334987,Steve Fulton / Jeff Fulton,2013,2013,貸出中,
Web GIS: Principles and Applications,9781589482456,Pinde Fu /Jiulin Sun,2010,2010,貸出中,
Arduino Sketches: Tools and Techniques for Programming Wizardry,9781118919606,James A. Langbridge,2015,2015,貸出中,
Make: Sensors: Projects and Experiments to Measure the World with Arduino and Raspberry Pi,9781449368104,Tero Karvinen/Kimmo Karvinen/Ville Valtokari,2014,2014,貸出中,
"Observing the User Experience, Second Edition: A Practitioner's Guide to User Research",9780123848697,Elizabeth Goodman/Mike Kuniavsky/Andrea Moed,2012,2012,貸出中,
Puzzles for Programmers and Pros,9780470121689,Dennis Shasha,2007,2007,貸出中,
"Handbook of Usability Testing: How to Plan, Design, and Conduct Effective Tests",9780470185483,Jared Spool/Jeffrey Rubin / Dana Chisnell,2008,2008,貸出中,
OpenLayers 2.10: Beginner's Guide:,9781849514125,Erik Hazzard,2011,2011,貸出中,
"Wars, Guns, and Votes: Democracy in Dangerous Places",9780061479649,Paul Collier,2010,2010,貸出中,
Design Patterns in Ruby (Addison-Wesley Professional Ruby Series),9780321490452,Russ Olsen,2007,2007,貸出中,
Computer Vision in Sports (Advances in Computer Vision and Pattern Recognition),9783319093956,Thomas B. Moeslund/ Graham Thomas/Adrian Hilton,2015,2015,貸出中,
Ways of Knowing in HCI,9781493903771,Judith S. Olson/Wendy A. Kellogg,2014,2014,貸出中,
Up and Out of Poverty: The Social Marketing Solution,9780137141005,"Philip R Lee, Nancy R. Kotler",2009,2009,貸出中,
The Public Policy Theory Primer,9780813347493,Kevin B. Smith / Christopher W. Larimer,2013,2013,貸出中,
Urban Planning and Real Estate Development (Natural and Built Environment Series),9780415450782,John Ratcliffe /Michael Stubbs/ Miles Keeping,2009,2009,貸出中,
Lean Analytics: Use Data to Build a Better Startup Faster (Lean Series),9781449335670,Alistair Croll /Benjamin Yoskovitz,2013,2013,貸出中,
"Floods in a Megacity: Geospatial Techniques in Assessing Hazards, Risk and Vulnerability",9789400758742,Ashraf Dewan,2013,2013,貸出中,
Moodle Security: Learn How to Install and Configure Moodle in the Most Secure Way Possible,9781849512640,Darko Miletic,2011,2011,貸出中,
Marketing in the Public Sector: A Roadmap for Improved Performance,9780131875159,Philip Kotler/Nancy R. Lee,2006,2006,貸出中,
Game Theory for Political Scientists,9780691034300,James D. Morrow,1994,1994,貸出中,
Game Theory at Work: How to Use Game Theory to Outthink and Outmaneuvar Your Competition,9780071400206,James Miller,,,貸出中,
"Thinking Strategically: The Competitive Edge in Business, Politics, and Everyday Life",9780393310351,Avinash K. Dixit/ Barry J. Nalebuff,1993,1993,貸出中,
Up and Out of Poverty: The Social Marketing Solution,9780137141005,"Philip R Lee, Nancy R. Kotler",2009,2009,貸出中,
Good Strategy Bad Strategy: The Difference and Why it Matters,9781846684814,Richard Rumelt,2012,2012,貸出中,
Diffusion of Innovations,9780743222099,Everett M. Rogers,2003,2003,貸出中,
Games Strategies and Managers,9780195108033,John McMillan,1996,1996,貸出中,
Practical Guide for Policy Analysis,9781608718429,Bardach/Fourth Edition,2011,2011,貸出中,
"Breaking Robert's Rules: The New Way to Run Your Meeting, Build Consensus, And Get Results",9780195308365,Lawrence E. Susskind/ Jeffrey L. Cruikshank,2006,2006,貸出中,
The Mystery Of Capital,9780552999236,Hernando De Soto,2001,2001,貸出中,
A Technique for Producing Ideas (Advertising Age Classics Library),9780071410946,James Young,2003,2003,貸出中,
How to Solve it: A New Aspect of Mathematical Method,9780140124996,George Polya,1990,1990,貸出中,
"Miti and the Japanese Miracle: The Growth of Industrial Policy, 1925-1975",9780804712064,Chalmers A. Johnson,1983,1983,貸出中,
The Adult Learner,9781856178112,Malcolm S. Knowles / Elwood F. Holton III/Richard A. Swanson,2011,2011,貸出中,
The Presentation Secrets of Steve Jobs: How to Be Insanely Great in Front of Any Audience,9780071636087,Carmine Gallo,2009,2009,貸出中,
"Wars, Guns, and Votes: Democracy in Dangerous Places",9780061479649,Paul Collier,2010,2010,貸出中,
Reinventing the Bazaar: A Natural History of Markets,9780393323719,John McMillan,2003,2003,貸出中,
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,9780307887894,Eric Ries,2011,2011,貸出中,
The Bottom Billion: Why the Poorest Countries Are Failing and What Can Be Done about It,9780195374636,Paul Collier,2008,2008,貸出中,
The Game-Changer: How You Can Drive Revenue and Profit Growth with Innovation,9780307381736,A.G. Lafley / Ram Charan,2008,2008,貸出中,
"The Fortune at the Bottom of the Pyramid, Revised and Updated 5th Anniversary Edition: Eradicating Poverty Through Profits",9780133829136,C.K. Prahalad,2009,2009,貸出中,
The Art of Profitability,9780446692274,Adrian Slywotzky,2003,2003,貸出中,
Disrupt: Think the Unthinkable to Spark Transformation in Your Business,9780137025145,Luke Williams,2010,2010,貸出中,
Network Nomitoring with Nagios,,Taylor Dondich,,,貸出中,
Learning NAGIOS 3.0,,Wojciech Kocjan,,,貸出中,
Ｃ言語によるＨ８マイコン　プログラミング入門,9784774118031,横山直隆,2003,2003,貸出中,
BOPを変革する情報通信技術―バングラデシュの挑戦,9784904213063,アシル・アハメッド/大杉 卓三,2009,2009,貸出中,
グラミンのソーシャル・ビジネス 世界の社会的課題とどう向き合うか,9784904213162,大杉卓三/アシル・アハメッド,2012,2012,貸出中,
学ぶ機会を全ての人へ　～JICAの基礎教育強力～ (2011年度改訂版)Supporting Education Opportunities for All - JICA and Basic Education (Revised in 2011),11PRDM001,国際協力機構　JICA,,,貸出中,
学ぶ機会を全ての人へ　～JICAの基礎教育強力～ (2011年度改訂版)Supporting Education Opportunities for All - JICA and Basic Education (Revised in 2011),11PRDM001,国際協力機構　JICA,,,貸出中,
日本・スリランカ技術短大　ICT科　NVQ　5＆6レベルコース (Disc1)JSCot Diploma Course in ICT NVQ5&6 (Disc1),09SLJN001,国際協力機構　JICA,,,貸出中,
日本・スリランカ技術短大　ICT科　NVQ　5＆6レベルコース (Disc1)JSCot Diploma Course in ICT NVQ5&6 (Disc1),09SLJN001,国際協力機構　JICA,,,貸出中,
日本・スリランカ技術短大　ICT科　NVQ　5＆6レベルコース (Disc2)JSCot Diploma Course in ICT NVQ5&6 (Disc2),09SLJN001,国際協力機構　JICA,,,貸出中,
日本・スリランカ技術短大　ICT科　NVQ　5＆6レベルコース (Disc2)JSCot Diploma Course in ICT NVQ5&6 (Disc2),09SLJN001,国際協力機構　JICA,,,貸出中,
日本・スリランカ技術短大　ICT科　NVQ　5＆6レベルコース (Disc3)JSCot Diploma Course in ICT NVQ5&6 (Disc3),09SLJN001,国際協力機構　JICA,,,貸出中,
日本・スリランカ技術短大　ICT科　NVQ　5＆6レベルコース (Disc3)JSCot Diploma Course in ICT NVQ5&6 (Disc3),09SLJN001,国際協力機構　JICA,,,貸出中,
日本・スリランカ技術短大　ICT科　NVQ　5＆6レベルコース (Disc4)JSCot Diploma Course in ICT NVQ5&6 (Disc4),09SLJN001,国際協力機構　JICA,,,貸出中,
日本・スリランカ技術短大　ICT科　NVQ　5＆6レベルコース (Disc4)JSCot Diploma Course in ICT NVQ5&6 (Disc4),09SLJN001,国際協力機構　JICA,,,貸出中,
日本・スリランカ技術短大　ICT科　NVQ　5＆6レベルコース (Disc5)JSCot Diploma Course in ICT NVQ5&6 (Disc5),09SLJN001,国際協力機構　JICA,,,貸出中,
日本・スリランカ技術短大　ICT科　NVQ　5＆6レベルコース (Disc5)JSCot Diploma Course in ICT NVQ5&6 (Disc5),09SLJN001,国際協力機構　JICA,,,貸出中,
JICAの保健協力～世界の人々に健やかな暮らしを～JICA's Cooperation in the Health Sector -Actions for Human Security in Health -,09PRDM005,国際協力機構　JICA,,,貸出中,
JICAの保健協力～世界の人々に健やかな暮らしを～JICA's Cooperation in the Health Sector -Actions for Human Security in Health -,09PRDM005,国際協力機構　JICA,,,貸出中,
